id,sigla,nombre_espanol,nombre_original,autores_originales,adaptacion_hispana,eje_codigo,eje_numero,eje_nombre,constructo,tema_principal,temas_secundarios,sinonimos_busqueda,tipo_instrumento_categoria,tipo_instrumento_detalle,funcion_clinica_categoria,poblacion,franjas_etarias,tiempo_administracion,formato_respuesta,acceso_categoria,regimen_licencia,protocolo_disponible,carpeta_relativa,archivo_ficha_tecnica,archivo_protocolo,resumen_clinico
bnt_130,BNT,Test de Denominación de Boston,"Boston Naming Test (BNT; Kaplan, Goodglass & Weintraub, 1983, 2001).","Edith Kaplan, Ph.D., Harold Goodglass, Ph.D. y Sandra Weintraub, Ph.D. (Boston Univ.).",Jordi Peña-Casanova et al. (2009; Proyecto NEURONORMA); Allegri et al. (2012).,Eje V,5,Funcionamiento cognitivo y neuropsicología,"Comprensión, Expresión y Fluidez Verbal",Lenguaje y comunicación verbal,,fluidez verbal; denominación; afasia; expresión verbal,Rendimiento neurocognitivo / Tarea de ejecución,Prueba neuropsicológica de ejecución máxima individual con láminas de estímulo.,Diagnóstico y severidad,"Niños, adultos y mayores",niños; adultos; mayores,10 a 20 minutos (forma completa) o 5 minutos (formas abreviadas).,60 láminas de dibujos lineales ordenadas por frecuencia léxica (formas breves 30 y 15).,comercial,"No (Comercial, usualmente incluido en la Evaluación de Afasia de Boston).",NO,Eje V/BNT,BNT_ficha_tecnica.pdf,,"Prueba neuropsicológica verbal · 60 ítems · Denominación de dibujos ordenados · Expresión verbal, Acceso"
tfv_131,TFV,Test de Fluidez Verbal (FAS y Animales),"Verbal Fluency Tests (COWAT / FAS de Benton, 1968; Animal Naming de Isaacs, 1973).","Arthur L. Benton, Ph.D. (Fonológica) y Bernard Isaacs, M.D. (Semántica / Set Test).","Proyecto NEURONORMA (Peña-Casanova et al., 2009; TEA Ediciones); Artiola i Fortuny (1999).",Eje V,5,Funcionamiento cognitivo y neuropsicología,"Comprensión, Expresión y Fluidez Verbal",Lenguaje y comunicación verbal,,fluidez verbal; denominación; afasia; expresión verbal,Rendimiento neurocognitivo / Tarea de ejecución,Prueba neuropsicológica de evocación oral cronometrada de administración heteroaplicada.,Diagnóstico y severidad,Todas las edades,niños; adolescentes; adultos; mayores,5 a 6 minutos de aplicación interactiva ágil con cronómetro en mano.,Escala de respuesta estructurada psicométrica,abierto,"Sí (La tarea es de dominio público, sujeta a disponibilidad de baremos locales).",SI,Eje V/TFV,TFV_ficha_tecnica.pdf,TFV_protocolo.pdf,Prueba neuropsicológica · 3 ensayos de 1 minuto para letras y 1 ensayo de 1 minuto para categoría · Generación de palabras · Fluidez fonológica y Fluidez
rmet_132,RMET,Test de Leer la Mente en los Ojos,"Reading the Mind in the Eyes Test - Revised (RMET; Baron-Cohen et al., 2001).","Simon Baron-Cohen, Sally Wheelwright, Jacqueline Hill, Yogini Raste e Ian Plumb.",Fernández-Abascal et al. (2013; baremos en España); Román et al. (2012); Serrano et al. (2011).,Eje V,5,Funcionamiento cognitivo y neuropsicología,Cognición Social e Interocepción,Cognición social,,Social cognition; Cognición social; Procesamiento social; Interacción social; Comunicación social; Atención social,Heteroaplicado / Entrevista clínica,Prueba neuropsicológica heteroaplicada de discriminación visual y juicio emocional.,Diagnóstico y severidad,Adultos y adolescentes (existe versión infantil),niños; adolescentes; adultos,10 a 15 minutos; incluye un glosario con definiciones breves de cada estado mental.,36 fotografías en blanco y negro de miradas con cuatro opciones de respuesta verbal.,abierto,Sí (Disponible por el Autism Research Centre),NO,Eje V/RMET,RMET_ficha_tecnica.pdf,,Prueba de · 36 ítems · Reconocimiento de estados mentales · Unidimensional
maia_133,MAIA,Evaluación Multidimensional de la Conciencia Interoceptiva,_Multidimensional Assessment of Interoceptive Awareness (MAIA-2)_,"Drs. Wolf E. Mehling et al. (2012, 2018), University of California, San Francisco (UCSF).",Leidy Johana Vivas Rivas et al.; Valenzuela-Moguillansky et al. (2017).,Eje II,2,Procesos psicológicos y mantenimiento,Cognición Social e Interocepción,Cognición social,,Social cognition; Cognición social; Procesamiento social; Interacción social; Comunicación social; Atención social,Autoinforme,Autoinforme dimensional de 37 reactivos con escala Likert de 6 puntos (0 a 5).,Monitoreo de proceso / Evolución,Adultos,adultos,6 a 10 minutos en autoadministración; 12 minutos asistido.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje II/MAIA,MAIA_ficha_tecnica.pdf,MAIA_protocolo.pdf,Cuestionario de autoinforme · 32 ítems · Likert de 6 puntos · 8 dimensiones
faux_pas_test_134,Faux Pas Test,Test de Meteduras de Pata,"Faux Pas Recognition Test (Baron-Cohen, O'Riordan, Stone, Jones & Plaisted, 1999).","Simon Baron-Cohen, Ph.D., Michelle O'Riordan, Vicki Stone, et al. (Cambridge University).",Mercadante et al. (2008); García-Molina et al. (2014); Gómez-Pérez et al. (2018).,Eje V,5,Funcionamiento cognitivo y neuropsicología,Cognición Social e Interocepción,Cognición social,,Social cognition; Cognición social; Procesamiento social; Interacción social; Comunicación social; Atención social,Heteroaplicado / Entrevista clínica,Prueba neuropsicológica de juicio social heteroaplicada basada en viñetas clínicas.,Diagnóstico y severidad,Niños (versión infantil) y adultos,niños; adultos,15 a 20 minutos de lectura compartida y preguntas de comprensión estructuradas.,Escala de respuesta estructurada psicométrica,abierto,Sí,NO,Eje V/Faux Pas Test,Faux Pas Test_ficha_tecnica.pdf,,Prueba neuropsicológica · 20 historias breves · Comprensión de textos y respuesta · Teoría de la Mente cognitiva
psqi_135,PSQI,Índice de Calidad de Sueño de Pittsburgh,"Índice de Calidad de Sueño de Pittsburgh (Pittsburgh Sleep Quality Index, PSQI)","Daniel J. Buysse, Charles F. Reynolds, Timothy H. Monk et al. (Univ. of Pittsburgh, 1989)","Royuela & Macías (1997, Mapfre Med); Jiménez-Genchi et al. (2008, Salud Ment México)",Eje VI,6,Salud física y estilo de vida,Sueño y ritmos circadianos,Sueño y ritmos circadianos,,sueño; ritmos circadianos; horquillas; desajuste circadiano; insomnio; somnolencia diurna,Autoinforme,19 ítems autoinformados agrupados en 7 componentes (más 5 ítems complementarios de cama),Diagnóstico y severidad,"Adultos, adultos mayores y adolescentes",adolescentes; adultos; mayores,5 a 10 minutos (autoinforme estructurado con preguntas abiertas y cerradas),Escala de respuesta estructurada psicométrica,abierto,Sí (Licencia abierta para uso clínico y de investigación no comercial),SI,Eje VI/PSQI,PSQI_ficha_tecnica.pdf,PSQI_protocolo.pdf,Cuestionario de autoinforme · 19 ítems · Likert de 4 puntos · 7 dimensiones · 10 min
isi_136,ISI,Índice de Gravedad del Insomnio,"Índice de Severidad del Insomnio (Insomnia Severity Index, ISI)","Charles M. Morin (Université Laval, Québec, Canadá, 1993; Bastien et al., 2001)","Fernández-Mendoza et al. (2012, Odisea/Sleep Med); Sierra et al. (2008, Rev Mex Psicol)",Eje VI,6,Salud física y estilo de vida,Sueño y ritmos circadianos,Sueño y ritmos circadianos,,sueño; ritmos circadianos; horquillas; desajuste circadiano; insomnio; somnolencia diurna,Autoinforme,"7 ítems evaluados en escala Likert de 5 opciones (0 = ninguno/nada, 4 = muy severo/mucho)",Cribado / Triaje rápido,Adultos y adultos mayores,adultos; mayores,3 a 5 minutos (autoadministrado),Escala de respuesta estructurada psicométrica,abierto,Sí (Uso clínico habitual),SI,Eje VI/ISI,ISI_ficha_tecnica.pdf,ISI_protocolo.pdf,Cuestionario de autoinforme · 7 · Likert de 5 puntos · Unidimensional · 5 min
ess_137,ESS,Escala de Somnolencia de Epworth,"Escala de Somnolencia de Epworth (Epworth Sleepiness Scale, ESS)","Murray W. Johns (Sleep Disorders Unit, Epworth Hospital, Melbourne, Australia, 1991)","Chiner et al. (1999, Arch Bronconeumol); Izquierdo-Vicente et al. (2004, Med Clin)",Eje VI,6,Salud física y estilo de vida,Sueño y ritmos circadianos,Sueño y ritmos circadianos,,sueño; ritmos circadianos; horquillas; desajuste circadiano; insomnio; somnolencia diurna,Autoinforme,"8 ítems puntuados en escala ordinal tipo Likert de 4 puntos (0 = nunca, 3 = alta probabilidad)",Cribado / Triaje rápido,Adultos,adultos,2 a 4 minutos (autoadministrada o heteroadministrada en consulta),Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje VI/ESS,ESS_ficha_tecnica.pdf,ESS_protocolo.pdf,Cuestionario de autoinforme · 8 · Likert de 4 puntos · Unidimensional · 5 min
bpi_138,BPI,Inventario Breve de Dolor,"Inventario Breve de Dolor - Forma Corta (Brief Pain Inventory - Short Form, BPI-SF)","Charles S. Cleeland (Department of Symptom Research, MD Anderson Cancer Center, 1991, 1994)","Badia, Muriel, Gracia et al. (2003, Med Clin / Aten Primaria)",Eje VI,6,Salud física y estilo de vida,"Dolor, fatiga y síntomas somáticos",Dolor y síntomas somáticos,,somatización; fatiga crónica; fibromialgia; dolor crónico,Autoinforme,"Mapa corporal anatómico, 4 ítems de intensidad (0-10) y 7 ítems de interferencia funcional (0-10)",Diagnóstico y severidad,Adultos con dolor clínico o crónico,adultos,5 a 8 minutos (autoadministrado o mediante entrevista clínica asistida),Escala de respuesta estructurada psicométrica,comercial,"No (Licencia administrada por la Universidad de Texas MD Anderson Cancer Center, pero gratuita para uso clínico e investigación sin financiamiento comercial).",NO,Eje VI/BPI,BPI_ficha_tecnica.pdf,,Cuestionario de autoinforme · 15 ítems · Escalas Numéricas de 0 a 10 y · 2 dimensiones · 10 min
pcs_139,PCS,Escala de Catastrofización del Dolor,"Escala de Catastrofización ante el Dolor (Pain Catastrophizing Scale, PCS)","Michael J. L. Sullivan, Scott R. Bishop & Joyce Pivik (McGill University, Canadá, 1995)","Javier García-Campayo et al. (2008, Med Clin); Olmedilla et al. (2013)",Eje VI,6,Salud física y estilo de vida,"Dolor, fatiga y síntomas somáticos",Dolor y síntomas somáticos,,somatización; fatiga crónica; fibromialgia; dolor crónico,Autoinforme,"13 ítems puntuados en escala tipo Likert de 5 puntos (0 = nada en absoluto, 4 = todo el tiempo)",Diagnóstico y severidad,Adultos (población clínica y sana),adultos,3 a 5 minutos (autoadministrado),Escala de respuesta estructurada psicométrica,abierto,Sí,NO,Eje VI/PCS,PCS_ficha_tecnica.pdf,,Cuestionario de autoinforme · 13 · Likert de 5 puntos · 3 dimensiones · 5-10 min
fss_140,FSS,Escala de Gravedad de la Fatiga,"Escala de Severidad de la Fatiga (Fatigue Severity Scale, FSS)","Lauren B. Krupp, Nicholas G. LaRocca, J. Muir-Nash, A. D. Steinberg (1989)","Duarte, Velasco, Sánchez-Sosa et al. (2019, Educ Med); Bulbena et al. (2000)",Eje VI,6,Salud física y estilo de vida,"Dolor, fatiga y síntomas somáticos",Dolor y síntomas somáticos,,somatización; fatiga crónica; fibromialgia; dolor crónico,Autoinforme,"9 ítems calificados en una escala ordinal tipo Likert de 7 puntos (1 = desacuerdo, 7 = acuerdo total)",Diagnóstico y severidad,"Adultos con condiciones médicas (EM, Lupus, fibromialgia, etc.)",adultos,2 a 4 minutos (autoadministrado),Escala de respuesta estructurada psicométrica,abierto,"Sí — Duarte et al. (2019), Educación Médica, acceso abierto CC BY-NC-ND.",SI,Eje VI/FSS,FSS_ficha_tecnica.pdf,FSS_protocolo.pdf,Cuestionario de autoinforme · 9 ítems · Likert de 7 puntos · Unidimensional · 5 min
ipaq_141,IPAQ,Cuestionario Internacional de Actividad Física,Cuestionario Internacional de Actividad Física - Formato Corto de 7 Días (IPAQ-SF),"Consorcio Internacional IPAQ (Michael L. Booth, Cora L. Craig, Adrian Bauman et al., 2003)","Versión oficial autorizada del Comité IPAQ (2003); Román Viñas et al. (2013, Gac Sanit)",Eje VI,6,Salud física y estilo de vida,Conductas de salud,Alfabetización y conductas de salud,,adherencia terapéutica; conductas de salud; autocuidado,Autoinforme,"7 ítems cuantitativos: días/semana y minutos/día de actividad vigorosa, moderada, caminata y sedestación",Diagnóstico y severidad,Adolescentes y adultos (15-69 años),adolescentes; adultos,3 a 5 minutos (autoadministrado o mediante entrevista clínica),Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje VI/IPAQ,IPAQ_ficha_tecnica.pdf,IPAQ_protocolo.pdf,"Cuestionario de autoinforme · 7 · Preguntas abiertas sobre días por · Actividad vigorosa, moderada,"
mgl_o_mmas-4_142,MGL o MMAS-4,Cuestionario de Adherencia a la Medicación de Morisky-Green-Levine,Test de Morisky-Green-Levine para la Valoración de la Adherencia Farmacológica (MMAS-4),"Donald E. Morisky, Lawrence W. Green & David M. Levine (Johns Hopkins / UCLA, 1986)","Val Jiménez, Amorós, Martínez et al. (1992, Aten Primaria); Rodríguez-Chamorro et al. (2008)",Eje VI,6,Salud física y estilo de vida,Conductas de salud,Alfabetización y conductas de salud,,adherencia terapéutica; conductas de salud; autocuidado,Autoinforme,4 preguntas dicotómicas (Sí / No) de rápida formulación en la anamnesis habitual,Diagnóstico y severidad,Adultos con patología crónica,adultos,1 a 2 minutos (administrado por médico o personal de enfermería / farmacéutico),Escala de respuesta estructurada psicométrica,abierto,Sí (La versión original de 4 ítems; la de 8 ítems requiere licencia).,NO,Eje VI/MGL o MMAS-4,MGL o MMAS-4_ficha_tecnica.pdf,,Cuestionario de autoinforme · 4 · Dicotómica (Sí/No) · Unidimensional · 1-2 min
bipq_143,BIPQ,Cuestionario Breve de Percepción de Enfermedad (incluye IPQ-R como versión anidada),"Cuestionario Breve de Percepción de la Enfermedad (Brief Illness Perception Questionnaire, BIPQ)","Elizabeth Broadbent, Keith J. Petrie, Jodie Main & John Weinman (Univ. of Auckland, 2006)","Pacheco-Huergo, Viladrich, Pujol-Ribera et al. (2012, Aten Primaria)",Eje VI,6,Salud física y estilo de vida,Enfermedad médica y afrontamiento,Afrontamiento y resiliencia,,coping; resiliencia; tolerancia a la frustración; adaptación,Autoinforme,8 ítems numéricos continuos (0 a 10) y 1 ítem cualitativo abierto sobre las 3 causas atribuidas,Diagnóstico y severidad,Pacientes con enfermedades agudas o crónicas,adultos; mayores,3 a 5 minutos (autoadministrado o en entrevista clínica asistida),Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje VI/BIPQ,BIPQ_ficha_tecnica.pdf,BIPQ_protocolo.pdf,Cuestionario de autoinforme · 9 ítems · Escala de 0 a 10 para ítems 1 al · 8 dimensiones · 5-10 min
mac_144,MAC,Escala de Ajuste Mental al Cáncer,"Escala de Ajuste Mental al Cáncer (Mental Adjustment to Cancer Scale, MAC / Mini-MAC)","Maggie Watson, Steven Greer et al. (The Royal Marsden NHS Foundation Trust, UK, 1988, 1994)","Ferrero, Toledo & Barreto (1995, Psiquis / Anales de Psicol); Anarte et al. (2001)",Eje VI,6,Salud física y estilo de vida,Enfermedad médica y afrontamiento,Afrontamiento y resiliencia,,coping; resiliencia; tolerancia a la frustración; adaptación,Autoinforme,Ítems evaluados en escala Likert de 4 puntos (1 = Definitivamente no se aplica a mí; 4 = Definitivamente sí),Diagnóstico y severidad,Pacientes oncológicos (y adaptaciones para otras enfermedades crónicas),adultos; mayores,8 a 12 minutos (versión 40 ítems) o 5 a 7 minutos (Mini-MAC de 29 ítems),Escala de respuesta estructurada psicométrica,comercial,"No (Bajo copyright de los autores originales, uso clínico restringido).",NO,Eje VI/MAC,MAC_ficha_tecnica.pdf,,Cuestionario de autoinforme · 40 · Likert de 4 puntos · 5 dimensiones
hls-eu-q16_145,HLS-EU-Q16,Cuestionario Europeo de Alfabetización en Salud - Versión Corta,Cuestionario Europeo de Alfabetización en Salud - Forma Corta de 16 Ítems (HLS-EU-Q16),"Consorcio HLS-EU (Kristine Sørensen, Univ. de Maastricht; Jürgen M. Pelikan, Viena, 2013)","Andreu Nolasco, C. Barona, N. Tamayo-Fonseca et al. (2020, Gaceta Sanitaria)",Eje VI,6,Salud física y estilo de vida,Alfabetización en salud y relación con el sistema,Alfabetización y conductas de salud,,adherencia terapéutica; conductas de salud; autocuidado,Autoinforme,"16 ítems evaluados en escala de facilidad de 4 opciones, dicotomizados a 0 o 1 para el cómputo final",Diagnóstico y severidad,Adultos (Población general y clínica),adultos,4 a 6 minutos (autoadministrado o mediante entrevista personal o telefónica),Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje VI/HLS-EU-Q16,HLS-EU-Q16_ficha_tecnica.pdf,HLS-EU-Q16_protocolo.pdf,16 ítems · Escala de 4 opciones: 1 = Muy
sahlsa-50_146,SAHLSA-50,Evaluación Breve de Alfabetización en Salud para Adultos de Habla Hispana,Evaluación Breve de Alfabetización en Salud para Adultos de Habla Hispana (SAHLSA-50),"Shoou-Yih Daniel Lee, Deborah E. Bender, Rosa E. Ruiz & Young Ik Cho (2006)",Adaptación y baremación en población hispanohablante,Eje VI,6,Salud física y estilo de vida,Alfabetización en salud y relación con el sistema,Alfabetización y conductas de salud,,adherencia terapéutica; conductas de salud; autocuidado,Autoinforme,"50 términos médicos presentados con una palabra clave, una opción correcta de asociación y un distractor",Diagnóstico y severidad,Adultos hispanohablantes,adultos,3 a 6 minutos (heteroadministrado mediante prueba estructurada con tarjetas o láminas),Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje VI/SAHLSA-50,SAHLSA-50_ficha_tecnica.pdf,SAHLSA-50_protocolo.pdf,Prueba de ejecución · 50 · Opción múltiple · Reconocimiento de lectura y · 6 min · Individual mediante entrevista
dex-sp_new1,DEX-Sp,Cuestionario Disejecutivo (versión española),"Dysexecutive Questionnaire (DEX, subprueba de la batería BADS; Wilson et al., 1996).","Barbara A. Wilson, Nick Alderman, Paul W. Burgess, Hazel Emslie y Jonathan J. Evans.","Javier Pedrero-Pérez, J. M. Ruiz-Sánchez de León, et al. (Madrid Salud / Proyecto Hombre, 2009, 2011).",Eje V,5,Funcionamiento cognitivo y neuropsicología,Síntomas disejecutivos conductuales,Funciones ejecutivas,,control de la atención; planificación; organización; memoria de trabajo; resolución de problemas; inhibición; flexibilidad cognitiva,Rendimiento neurocognitivo / Tarea de ejecución,Cuestionario de autoinforme ecológico (con versión complementaria para informantes).,Diagnóstico y severidad,Adultos,adultos,5 a 8 minutos de cumplimentación autónoma o guiada por examinador.,20 ítems puntuados en escala tipo Likert de 5 puntos (0 a 4; rango 0 a 80 puntos).,abierto,Sí (uso académico/investigación),SI,Eje V/DEX-Sp,DEX-Sp_ficha_tecnica.pdf,DEX-Sp_protocolo.pdf,Autoinforme · 20 ítems · Likert de 5 puntos · Papel y lápiz
efeco_new1,EFECO,Escala EFECO para Valorar Funciones Ejecutivas,"Escala EFECO (García-Gómez & Pérez-Sánchez, 2014; Ramos-Galarza et al., 2017).","Jesús Carlos García-Gómez, Ph.D. y Rocío Pérez-Sánchez, Ph.D. (Universidad de Huelva / Ecuador).","García-Gómez et al. (2014, 2017); adaptaciones validadas en España, Ecuador, Colombia y México.",Eje V,5,Funcionamiento cognitivo y neuropsicología,Funciones ejecutivas cotidianas (autoinforme),Funciones ejecutivas,,control de la atención; planificación; organización; memoria de trabajo; resolución de problemas; inhibición; flexibilidad cognitiva,Rendimiento neurocognitivo / Tarea de ejecución,Cuestionario de auto-reporte conductual para adolescentes y adultos en ámbitos cotidianos.,Diagnóstico y severidad,Adultos hispanohablantes,adultos,12 a 15 minutos en versión completa; 6 a 8 minutos en versión abreviada.,67 reactivos en versión completa (versión reducida validada de 34 reactivos); escala Likert 1 a 4.,abierto,Sí,SI,Eje V/EFECO,EFECO_ficha_tecnica.pdf,EFECO_protocolo.pdf,Autoinforme · 67 ítems · Likert de 5 puntos · Papel y lápiz o formato digita
mfe_new1,MFE,Cuestionario de Fallos de Memoria de la Vida Cotidiana,"Memory Failures of Everyday (MFE; Sunderland, Watts, Baddeley & Harris, 1984).","Gillian E. Sunderland, D. E. Broadbent, Alan D. Baddeley y J. E. Harris (MRC Applied Psych. Unit).","Manuel Montejo, Mercedes Montenegro, et al. (Unidad de Memoria, Madrid Salud, 2001, 2012).",Eje V,5,Funcionamiento cognitivo y neuropsicología,Fallos de memoria cotidiana (metamemoria),Memoria y aprendizaje,,memoria de trabajo; memoria episódica; metamemoria; olvidos,Rendimiento neurocognitivo / Tarea de ejecución,Cuestionario de autoinforme estructurado para adultos y personas mayores.,Diagnóstico y severidad,Adultos,adultos,8 a 10 minutos de cumplimentación autónoma o guiada por examinador.,30 reactivos en escala Likert de 3 opciones (0 a 2; rango 0 a 60 puntos).,abierto,Sí,SI,Eje V/MFE,MFE_ficha_tecnica.pdf,MFE_protocolo.pdf,Autoinforme; también puede ser · 28 ítems · Likert de 3 puntos · Papel y lápiz
cfq_new1,CFQ-Fallos,Cognitive Failures Questionnaire (Cuestionario de Fallos Cognitivos),"Cognitive Failures Questionnaire (CFQ; Broadbent, Cooper, FitzGerald & Parkes, 1982).","Donald E. Broadbent, Sc.D., FRS, Peter F. Cooper, P. FitzGerald y K. R. Parkes (Oxford University).",García-Martínez et al. (2008); Carrillo-Mora et al. (2013); validación en España y México.,Eje V,5,Funcionamiento cognitivo y neuropsicología,Fallos cognitivos cotidianos,Memoria y aprendizaje,,memoria de trabajo; memoria episódica; metamemoria; olvidos,Autoinforme,Cuestionario de autoinforme estructurado sobre fallos en tareas rutinarias cotidianas.,Diagnóstico y severidad,Adultos,adultos,6 a 10 minutos de cumplimentación autónoma presencial o telemática.,25 ítems puntuados en escala Likert de 5 opciones (0 a 4; rango 0 a 100 puntos).,abierto,Sí,SI,Eje V/CFQ-Fallos,CFQ-Fallos_ficha_tecnica.pdf,CFQ-Fallos_protocolo.pdf,Autoinforme · 25 ítems · Escala de 5 puntos · Papel y lápiz
prsexdq_new1,PRSexDQ-SALSEX,Cuestionario de Disfunción Sexual Secundaria al Tratamiento con Psicofármacos,"Psychotropic-Related Sexual Dysfunction Questionnaire (PRSexDQ-SALSEX; Montejo et al., 2000).","Ángel L. Montejo, M.D., Ph.D., G. Llorca, J. A. Izquierdo y F. Rico-Villademoros (Consorcio Español).",Adaptación y baremación en población hispanohablante,Eje VI,6,Salud física y estilo de vida,Salud sexual (disfunción inducida por fármacos),Salud sexual,,salud sexual; sexualidad; salud reproductiva; sexualidad humana; salud sexual y reproductiva; salud sexual integral,Heteroaplicado / Entrevista clínica,Entrevista clínica estructurada heteroaplicada breve (o autoinforme supervisado).,Diagnóstico y severidad,Adultos en tratamiento psicofarmacológico,adultos,3 a 5 minutos de administración dinámica e integrada en la entrevista médica.,"5 reactivos que evalúan deseo, retraso del clímax, anorgasmia, erección/lubricación y tolerancia.",abierto,Sí,SI,Eje VI/PRSexDQ-SALSEX,PRSexDQ-SALSEX_ficha_tecnica.pdf,PRSexDQ-SALSEX_protocolo.pdf,Mixto: preguntas dirigidas al · 7 ítems · Likert de 4 puntos · 10 min · Entrevista clínica estructurad
sisses_new1,SIS/SES-SF,Sexual Inhibition/Sexual Excitation Scales — Short Form,"Sexual Inhibition / Sexual Excitation Scales - Short Form (SIS/SES-SF; Carpenter et al., 2008).","Erick Janssen, Ph.D., John Bancroft, M.D. (Kinsey Institute) y K. A. Carpenter (2008).","Moyano, Granados & Sierra (2014); Sierra et al. (2017; validación en España en $> 1000$ sujetos).",Eje VI,6,Salud física y estilo de vida,Salud sexual (propensión a inhibición/excitación),Salud sexual,,salud sexual; sexualidad; salud reproductiva; sexualidad humana; salud sexual y reproductiva; salud sexual integral,Autoinforme,Cuestionario de autoinforme estructurado aplicable a hombres y mujeres.,Diagnóstico y severidad,Adultos,adultos,5 a 7 minutos de cumplimentación autónoma presencial o telemática.,14 reactivos en escala tipo Likert de 4 opciones (1 a 4 puntos) agrupados en tres factores.,abierto,Sí,SI,Eje VI/SIS-SES-SF,SIS/SES-SF_ficha_tecnica.pdf,SIS/SES-SF_protocolo.pdf,Autoinforme · 14 · Likert de 4 puntos · Papel y lápiz o formato electr
meqsa_new1,MEQ-SA,Cuestionario de Matutinidad-Vespertinidad de Horne y Östberg (versión española),"Cuestionario de Matutinidad-Vespertinidad Autoadministrado (Morningness-Eveningness Questionnaire, MEQ-SA)","J. A. Horne & O. Östberg (Department of Human Sciences, Loughborough University, UK, 1976)","Mª Ángeles Rol de Lama et al. (Univ. de Murcia) a partir de CET (Terman et al., 2008); Adan & Almirall (1991)",Eje VI,6,Salud física y estilo de vida,Cronotipo/ritmo circadiano,Sueño y ritmos circadianos,,sueño; ritmos circadianos; horquillas; desajuste circadiano; insomnio; somnolencia diurna,Rendimiento neurocognitivo / Tarea de ejecución,19 ítems (preguntas con rangos horarios precisos y escalas Likert de esfuerzo y rendimiento diurno),Diagnóstico y severidad,Adultos,adultos,8 a 12 minutos (autoadministrado),Escala de respuesta estructurada psicométrica,abierto,Sí (uso no comercial),SI,Eje VI/MEQ-SA,MEQ-SA_ficha_tecnica.pdf,MEQ-SA_protocolo.pdf,Autoinforme · 19 · Opción múltiple · 10 min · Papel y lápiz
stopbang_new1,STOP-Bang,Cuestionario STOP-Bang,Cuestionario STOP-Bang para el Cribado del Síndrome de Apnea-Hipopnea Obstructiva del Sueño,"Frances Chung et al. (Department of Anesthesiology, University Health Network, Univ. of Toronto, 2008)","Versión oficial autorizada por UHN; validada en España (Chung et al., Br J Anaesth 2012)",Eje VI,6,Salud física y estilo de vida,Riesgo de apnea del sueño,Sueño y ritmos circadianos,,sueño; ritmos circadianos; horquillas; desajuste circadiano; insomnio; somnolencia diurna,Autoinforme,8 ítems dicotómicos (Sí / No): 4 síntomas subjetivos (STOP) y 4 factores antropométricos/médicos (BANG),Cribado / Triaje rápido,Adultos,adultos,1 a 2 minutos (autoadministrado o administrado por personal sanitario),Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje VI/STOP-Bang,STOP-Bang_ficha_tecnica.pdf,STOP-Bang_protocolo.pdf,Autoinforme · 8 · Dicótoma · Papel y lápiz o formato electr
csi_new1,CSI,Inventario de Sensibilización Central,"Inventario de Sensibilización Central (Central Sensitization Inventory, CSI)","Randy Neblett, Tom G. Mayer et al. (PRIDE Research Foundation, Dallas, Texas, 2012, 2013)","Antonio I. Cuesta-Vargas et al. (2016, SpringerPlus / Pain in Motion)",Eje VI,6,Salud física y estilo de vida,Sensibilización central y carga de síntomas,Ansiedad y fobia,,TAG; fobia social; crisis de angustia; pánico; agorafobia,Autoinforme,Parte A: 25 ítems clínicos (escala Likert 0-4); Parte B: 10 diagnósticos médicos previos de SSC,Cribado / Triaje rápido,Adultos,adultos,5 a 8 minutos (autoadministrado),Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje VI/CSI,CSI_ficha_tecnica.pdf,CSI_protocolo.pdf,Autoinforme · 25 + 10 · Likert de 5 puntos · 5 min · Papel y lápiz o formato electr
ftnd_new1,FTND,Test de Fagerström de Dependencia de la Nicotina,"Fagerström Test for Nicotine Dependence (FTND; Heatherton, Kozlowski, Frecker & Fagerström, 1991).","Todd F. Heatherton, Ph.D., L. T. Kozlowski, R. C. Frecker y Karl-Olov Fagerström, Ph.D.",Becoña & Vázquez (1998); de Granda-Orive et al. (2003); Villafuerte et al. (2006).,Eje VI,6,Salud física y estilo de vida,Tabaco,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Autoinforme,Cuestionario de autoinforme breve (o administrado por examinador en tabaquismo).,Diagnóstico y severidad,Adultos fumadores,adultos,2 a 3 minutos de rápida cumplimentación en cualquier ámbito asistencial.,6 reactivos estructurados sobre hábitos y patrones temporales de consumo de tabaco.,abierto,Sí,SI,Eje VI/FTND,FTND_ficha_tecnica.pdf,FTND_protocolo.pdf,"Heteroadministrado · 6 · Dicotómica (Sí/No) · 3 min · Papel y lápiz, en consulta clí"
