tema,ejes_asociados,total_instrumentos,sinonimos_busqueda,id_test,sigla_test,nombre_test,eje_test,constructo,tipo_instrumento,acceso
Rasgos de personalidad,Eje II; Eje III,5,personalidad; personalidad antisocial; personalidad borderline; rasgos de personalidad; trastorno de personalidad,tci-r_79,TCI-R,Inventario de Temperamento y Carácter Revisado,Eje III,"Rasgos de Personalidad (Neuroticismo, Extraversión, Apertura, Amabilidad, Responsabilidad)",Autoinforme,academico
Rasgos de personalidad,Eje II; Eje III,5,personalidad; personalidad antisocial; personalidad borderline; rasgos de personalidad; trastorno de personalidad,fmps_159,FMPS,Escala Multidimensional de Perfeccionismo,Eje II,Perfeccionismo multidimensional,Autoinforme,academico
Regulación afectiva y mecanismos de humor,Eje II,1,Cuestionario de Estilos de Humor (HSQ-24); HSQ-24,hsq-24_new,HSQ-24,Cuestionario de Estilos de Humor (HSQ-24),Eje II,Regulación afectiva y mecanismos de humor,Autoinforme,abierto
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,ders_59,DERS,Escala de Dificultades en la Regulación Emocional,Eje II,Regulación y Desregulación emocional,Autoinforme,abierto
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,cerq_60,CERQ,Cuestionario de Regulación Cognitiva de las Emociones,Eje II,Regulación y Desregulación emocional,Autoinforme,abierto
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,leas_61,LEAS,Escala de Niveles de Conciencia Emocional,Eje II,Conciencia emocional,Rendimiento neurocognitivo / Tarea de ejecución,abierto
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,tas-20_62,TAS-20,Escala de Alexitimia de Toronto,Eje II,Claridad emocional y Alexitimia,Autoinforme,abierto
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,ersq_new1,ERSQ,Emotion-Regulation Skills Questionnaire (Cuestionario de Habilidades de Regulación Emocional),Eje II,Habilidades específicas de regulación emocional (modelo ACE),Autoinforme,abierto
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,erq_158,ERQ,Emotion Regulation Questionnaire - Cuestionario de Autorregulacion Emocional,Eje II,"Regulacion emocional (reevaluacion cognitiva, supresion expresiva)",Autoinforme,abierto
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,panas_161,PANAS,Escala de Afecto Positivo y Negativo,Eje II,Afecto positivo y negativo,Autoinforme,academico
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,tmms24_163,TMMS-24,Trait Meta-Mood Scale-24,Eje II,"Inteligencia emocional percibida (atencion, claridad, reparacion)",Autoinforme,academico
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,scs_169,SCS,Escala de Autocompasión (Self-Compassion Scale - Formas de 26 y 12 ítems),Eje II,Autocompasión y regulación afectiva (3 polaridades / 6 subescalas),Autoinforme,abierto
Regulación emocional,Eje II,10,control emocional; disfunción emocional; estabilidad emocional; homeostasis emocional; regulación afectiva; regulación emocional,aim-a_219,AIM-A,Affect Intensity Measure,Eje II,Intensidad de la reactividad afectiva,Autoinforme,academico
Rendimiento académico,Eje IV,2,aptitud académica; desempeño académico; rendimiento académico; rendimiento cognitivo; rendimiento escolar; rendimiento intelectual,chte_103,CHTE,Cuestionario de Hábitos y Técnicas de Estudio,Eje IV,"Rendimiento académico, Hábitos de estudio y Adaptación escolar",Autoinforme,academico
Rendimiento académico,Eje IV,2,aptitud académica; desempeño académico; rendimiento académico; rendimiento cognitivo; rendimiento escolar; rendimiento intelectual,basc-3_104,BASC-3,Sistema de Evaluación de la Conducta de Niños y Adolescentes (Subescalas de Adaptación),Eje IV,"Rendimiento académico, Hábitos de estudio y Adaptación escolar",Autoinforme,comercial
Resiliencia y superación de adversidades,Eje II,1,ER-25; Escala de Resiliencia de Wagnild y Young (25 ítems),er-25_new,ER-25,Escala de Resiliencia de Wagnild y Young (25 ítems),Eje II,Resiliencia y superación de adversidades,Autoinforme,comercial
Riesgo y conducta suicida,Eje I,2,Escala de Intencionalidad Suicida de Beck (SIS); Escala de Riesgo Suicida de Plutchik; RS-Plutchik; SIS,sis_new,SIS,Escala de Intencionalidad Suicida de Beck (SIS),Eje I,Riesgo y conducta suicida,Heteroaplicado / Entrevista clínica,abierto
Riesgo y conducta suicida,Eje I,2,Escala de Intencionalidad Suicida de Beck (SIS); Escala de Riesgo Suicida de Plutchik; RS-Plutchik; SIS,rs-plutchik_new,RS-Plutchik,Escala de Riesgo Suicida de Plutchik,Eje I,Riesgo y conducta suicida,Autoinforme,abierto
Salud sexual,Eje VI,6,salud reproductiva; salud sexual; salud sexual integral; salud sexual y reproductiva; sexualidad; sexualidad humana,prsexdq_new1,PRSexDQ-SALSEX,Cuestionario de Disfunción Sexual Secundaria al Tratamiento con Psicofármacos,Eje VI,Salud sexual (disfunción inducida por fármacos),Heteroaplicado / Entrevista clínica,abierto
Salud sexual,Eje VI,6,salud reproductiva; salud sexual; salud sexual integral; salud sexual y reproductiva; sexualidad; sexualidad humana,sisses_new1,SIS/SES-SF,Sexual Inhibition/Sexual Excitation Scales — Short Form,Eje VI,Salud sexual (propensión a inhibición/excitación),Autoinforme,abierto
Salud sexual,Eje VI,6,salud reproductiva; salud sexual; salud sexual integral; salud sexual y reproductiva; sexualidad; sexualidad humana,csfq_204,CSFQ,Changes in Sexual Functioning Questionnaire,Eje VI,Funcionamiento sexual,Autoinforme,academico
Salud sexual,Eje VI,6,salud reproductiva; salud sexual; salud sexual integral; salud sexual y reproductiva; sexualidad; sexualidad humana,iief_205,IIEF,Índice Internacional de Función Eréctil,Eje VI,Función eréctil,Autoinforme,academico
Salud sexual,Eje VI,6,salud reproductiva; salud sexual; salud sexual integral; salud sexual y reproductiva; sexualidad; sexualidad humana,mghsfq_206,MGH-SFQ,Massachusetts General Hospital Sexual Functioning Q.,Eje VI,Funcionamiento sexual,Autoinforme,academico
Salud sexual,Eje VI,6,salud reproductiva; salud sexual; salud sexual integral; salud sexual y reproductiva; sexualidad; sexualidad humana,asex_207,ASEX,Arizona Sexual Experience Scale,Eje VI,Funcionamiento sexual,Heteroaplicado / Entrevista clínica,academico
Sobrecarga familiar y dinámica de cuidados,Eje IV,1,Escala de Sobrecarga del Cuidador de Zarit (ZBI); ZBI,zbi_new,ZBI,Escala de Sobrecarga del Cuidador de Zarit (ZBI),Eje IV,Sobrecarga familiar y dinámica de cuidados,Heteroaplicado / Entrevista clínica,comercial
Sueño y ritmos circadianos,Eje VI,6,desajuste circadiano; horquillas; insomnio; ritmos circadianos; somnolencia diurna; sueño,psqi_135,PSQI,Índice de Calidad de Sueño de Pittsburgh,Eje VI,Sueño y ritmos circadianos,Autoinforme,abierto
Sueño y ritmos circadianos,Eje VI,6,desajuste circadiano; horquillas; insomnio; ritmos circadianos; somnolencia diurna; sueño,isi_136,ISI,Índice de Gravedad del Insomnio,Eje VI,Sueño y ritmos circadianos,Autoinforme,abierto
Sueño y ritmos circadianos,Eje VI,6,desajuste circadiano; horquillas; insomnio; ritmos circadianos; somnolencia diurna; sueño,ess_137,ESS,Escala de Somnolencia de Epworth,Eje VI,Sueño y ritmos circadianos,Autoinforme,abierto
Sueño y ritmos circadianos,Eje VI,6,desajuste circadiano; horquillas; insomnio; ritmos circadianos; somnolencia diurna; sueño,meqsa_new1,MEQ-SA,Cuestionario de Matutinidad-Vespertinidad de Horne y Östberg (versión española),Eje VI,Cronotipo/ritmo circadiano,Rendimiento neurocognitivo / Tarea de ejecución,abierto
Sueño y ritmos circadianos,Eje VI,6,desajuste circadiano; horquillas; insomnio; ritmos circadianos; somnolencia diurna; sueño,stopbang_new1,STOP-Bang,Cuestionario STOP-Bang,Eje VI,Riesgo de apnea del sueño,Autoinforme,abierto
Sueño y ritmos circadianos,Eje VI,6,desajuste circadiano; horquillas; insomnio; ritmos circadianos; somnolencia diurna; sueño,cos_203,COS,Cuestionario Oviedo de Calidad del Sueño,Eje VI,Calidad del sueño,Heteroaplicado / Entrevista clínica,academico
Suicidio y autolesión,Eje I,5,NSSI; autolesiones; ideación suicida; riesgo de suicidio,c-ssrs_46,C-SSRS,Escala Columbia para Evaluar el Riesgo de Suicidio,Eje I,Ideación y Conducta suicida,Heteroaplicado / Entrevista clínica,abierto
Suicidio y autolesión,Eje I,5,NSSI; autolesiones; ideación suicida; riesgo de suicidio,bss_47,BSS,Escala de Ideación Suicida de Beck,Eje I,Ideación y Conducta suicida,Autoinforme,comercial
Suicidio y autolesión,Eje I,5,NSSI; autolesiones; ideación suicida; riesgo de suicidio,isas_48,ISAS,Inventario de Declaraciones sobre Autolesiones,Eje I,Autolesiones no suicidas,Autoinforme,abierto
Suicidio y autolesión,Eje I,5,NSSI; autolesiones; ideación suicida; riesgo de suicidio,ers_147,ERS,Escala para Evaluar el Riesgo Suicida,Eje I,"Riesgo suicida (desesperanza, ideacion/planeacion, aislamiento social, apoyo familiar)",Autoinforme,academico
Suicidio y autolesión,Eje I,5,NSSI; autolesiones; ideación suicida; riesgo de suicidio,rfl_185,RFL,Reasons for Living Inventory (Linehan),Eje I,Factores protectores frente al suicidio,Autoinforme,academico
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,assist_38,ASSIST,"Prueba de Detección de Consumo de Alcohol, Tabaco y Sustancias",Eje I,Uso problemático de sustancias,Heteroaplicado / Entrevista clínica,abierto
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,audit_39,AUDIT,Prueba de Identificación de Trastornos Relacionados con el Alcohol,Eje I,Uso problemático de sustancias,Heteroaplicado / Entrevista clínica,abierto
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,dast-10_40,DAST-10,Prueba de Detección de Abuso de Drogas,Eje I,Uso problemático de sustancias,Heteroaplicado / Entrevista clínica,abierto
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,ftnd_new1,FTND,Test de Fagerström de Dependencia de la Nicotina,Eje VI,Tabaco,Autoinforme,abierto
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,malt_195,MALT,Münchner Alkoholismustest,Eje I,Diagnóstico de alcoholismo,Autoinforme,academico
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,isca_196,ISCA,Interrogatorio Sistematizado de Consumos Alcohólicos,Eje I,Consumo de alcohol,Heteroaplicado / Entrevista clínica,academico
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,europasi_197,EuropASI,Índice Europeo de Gravedad de la Adicción,Eje I,Gravedad multidimensional de adicción,Heteroaplicado / Entrevista clínica,academico
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,sadq_198,SADQ,Severity of Alcohol Dependence Questionnaire,Eje I,Severidad de dependencia alcohólica,Heteroaplicado / Entrevista clínica,academico
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,eida_199,EIDA,Escala de la Intensidad de la Dependencia al Alcohol,Eje I,Dependencia alcohólica,Heteroaplicado / Entrevista clínica,academico
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,ocds_200,OCDS,Obsessive Compulsive Drinking Scale,Eje I,Craving/compulsión por alcohol,Autoinforme,academico
Sustancias y alcoholismo,Eje I; Eje VI,11,AUDIT; abuso de drogas; adicción; consumo problemático; dependencia,bwsq_208,BWSQ,Benzodiazepine Withdrawal Symptom Questionnaire,Eje VI,Abstinencia de benzodiacepinas,Autoinforme,academico
Síntomas somatomorfos y somatización,Eje VI,1,Othmer-DeSouza; Test de Detección de Somatización de Othmer y DeSouza,othmer-desouza_new,Othmer-DeSouza,Test de Detección de Somatización de Othmer y DeSouza,Eje VI,Síntomas somatomorfos y somatización,Autoinforme,abierto
Trastorno bipolar y ciclotimia,Eje I,1,BSDS; Escala Diagnóstica del Espectro Bipolar de Ghaemi,bsds_new,BSDS,Escala Diagnóstica del Espectro Bipolar de Ghaemi,Eje I,Trastorno bipolar y ciclotimia,Autoinforme,abierto
Trastornos de la conducta alimentaria,Eje I,3,EAT-26; EAT-40; EAT-40-SERGAS; Test de Actitudes hacia la Alimentación (40 ítems); Test de Actitudes hacia la Alimentación (Formato SERGAS); Test de Actitudes hacia la Alimentación - Versión Abreviada (26 ítems),eat-40_new,EAT-40,Test de Actitudes hacia la Alimentación (40 ítems),Eje I,Trastornos de la conducta alimentaria,Autoinforme,abierto
Trastornos de la conducta alimentaria,Eje I,3,EAT-26; EAT-40; EAT-40-SERGAS; Test de Actitudes hacia la Alimentación (40 ítems); Test de Actitudes hacia la Alimentación (Formato SERGAS); Test de Actitudes hacia la Alimentación - Versión Abreviada (26 ítems),eat-26_new,EAT-26,Test de Actitudes hacia la Alimentación - Versión Abreviada (26 ítems),Eje I,Trastornos de la conducta alimentaria,Autoinforme,abierto
Trastornos de la conducta alimentaria,Eje I,3,EAT-26; EAT-40; EAT-40-SERGAS; Test de Actitudes hacia la Alimentación (40 ítems); Test de Actitudes hacia la Alimentación (Formato SERGAS); Test de Actitudes hacia la Alimentación - Versión Abreviada (26 ítems),eat-40-sergas_new,EAT-40-SERGAS,Test de Actitudes hacia la Alimentación (Formato SERGAS),Eje I,Trastornos de la conducta alimentaria,Autoinforme,abierto
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,pcl-5_9,PCL-5,Lista de Chequeo del TEPT para el DSM-5,Eje I,Trauma y estrés postraumático,Autoinforme,abierto
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,caps-5_10,CAPS-5,Escala Administrada por Clínico para el TEPT,Eje I,Trauma y estrés postraumático,Heteroaplicado / Entrevista clínica,abierto
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,ies-r_11,IES-R,Escala de Impacto del Evento Revisada,Eje I,Trauma y estrés postraumático,Autoinforme,abierto
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,dts_12,DTS,Escala de Trauma de Davidson,Eje I,Trauma y estrés postraumático,Autoinforme,comercial
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,jvq_50,JVQ,Cuestionario de Victimización Juvenil,Eje I,Vulnerabilidad y victimización,Autoinforme,abierto
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,aceq_93,ACEQ,Cuestionario de Experiencias Adversas en la Infancia,Eje I,Trauma acumulado y Adversidad temprana,Autoinforme,abierto
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,ctq-sf_94,CTQ-SF,Cuestionario de Trauma Infantil - Versión Breve,Eje I,Trauma acumulado y Adversidad temprana,Autoinforme,comercial
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,egsr_151,EGS-R,Escala de Gravedad de Sintomas del TEPT-Revisada,Eje I,"Gravedad de sintomas de TEPT segun DSM-5 (intrusion, evitacion, cognicion/animo, hiperactivacion, disociacion, disfuncionalidad)",Autoinforme,academico
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,tq_191,TQ,Trauma Questionnaire,Eje I,Exposición a eventos traumáticos,Autoinforme,academico
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,dgrp_192,DGRP,Duke Global Rating Scale for PTSD,Eje I,Cambio global en TEPT,Heteroaplicado / Entrevista clínica,academico
Trauma y estrés postraumático,Eje I,11,TEPT; disociación; estrés agudo; trauma complejo,top-8_220,TOP-8,Escala de 8 ítems para los Resultados del Tratamiento del TEPT,Eje I,Respuesta al tratamiento en TEPT,Heteroaplicado / Entrevista clínica,academico
